_id,airline,flightNumber,origin,destination,daysOfWeek,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,scheduledDepartureTime,scheduledArrivalTime,flightTime,flightTimeMinutes,rate,seatAvail,flight_start_date/$date,instances/2024-05-10/seatAvail,instances/2024-05-05/seatAvail,instances/2024-05-03/seatAvail
660031958434ccc0f1c142f9,IndiGo,6236,Bengaluru,Goa,Saturday,N,N,N,N,N,Y,N,00:15,01:35,01:20,80,2720,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c142fa,IndiGo,364,Thiruvananthapuram,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:15,01:35,01:20,80,2720,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c142fb,IndiGo,5284,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:15,02:00,01:45,105,3570,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c142fc,Air India,3708,Port Blair,Kolkata,Thursday,N,N,N,Y,N,N,N,00:15,02:30,02:15,135,4590,180,2024-05-02T00:00:00.000Z,,,
660031958434ccc0f1c142fd,Jet Airways,356,Delhi,Mumbai,Thursday,N,N,N,Y,N,N,N,00:15,02:40,02:25,145,4930,180,2024-05-02T00:00:00.000Z,,,
660031958434ccc0f1c142fe,IndiGo,553,Pune,Kolkata,Saturday,N,N,N,N,N,Y,N,00:15,02:45,02:30,150,5100,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c142ff,IndiGo,553,Pune,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:15,02:45,02:30,150,5100,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14300,GoAir,293,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:15,03:00,02:45,165,5610,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14301,IndiGo,672,Pune,Mangalore,Saturday,N,N,N,N,N,Y,N,00:20,01:20,01:00,60,2040,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c14302,IndiGo,6217,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:20,01:30,01:10,70,2380,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14303,IndiGo,263,Hyderabad,Mumbai,Saturday,N,N,N,N,N,Y,N,00:20,01:50,01:30,90,3060,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c14304,IndiGo,263,Hyderabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:20,01:50,01:30,90,3060,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14305,IndiGo,337,Kochi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:20,02:05,01:45,105,3570,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14306,IndiGo,6094,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:20,02:10,01:50,110,3740,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14307,IndiGo,7274,Tiruchirappalli,Kochi,Tuesday,N,Y,N,N,N,N,N,00:25,01:30,01:05,65,2210,180,2024-05-07T00:00:00.000Z,,,
660031958434ccc0f1c14308,IndiGo,5221,Mumbai,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:25,01:35,01:10,70,2380,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14309,SpiceJet,612,Mumbai,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:25,01:50,01:25,85,2890,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1430a,AirAsia India,1424,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:25,01:55,01:30,90,3060,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1430b,IndiGo,6489,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:25,02:40,02:15,135,4590,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1430c,IndiGo,116,Pune,Goa,Saturday,N,N,N,N,N,Y,N,00:30,01:30,01:00,60,2040,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c1430d,IndiGo,116,Pune,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:30,01:30,01:00,60,2040,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1430e,IndiGo,6085,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:30,01:45,01:15,75,2550,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1430f,Air India,589,Bengaluru,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:30,02:35,02:05,125,4250,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14310,GoAir,620,Mumbai,Kannur International Airport,Saturday,N,N,N,N,N,Y,N,00:30,02:45,02:15,135,4590,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c14311,SpiceJet,8189,Delhi,Pune,"Sunday,Wednesday,Friday,Saturday",N,N,Y,N,Y,Y,Y,00:30,02:45,02:15,135,4590,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14312,IndiGo,6086,Mumbai,Kolkata,"Sunday,Tuesday,Thursday",N,Y,N,Y,N,N,Y,00:30,03:00,02:30,150,5100,180,2024-05-07T00:00:00.000Z,,,
660031958434ccc0f1c14313,IndiGo,6489,Mumbai,Delhi,Saturday,N,N,N,N,N,Y,N,00:30,03:05,02:35,155,5270,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c14314,SpiceJet,747,Pune,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:35,01:45,01:10,70,2380,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14315,GoAir,413,Ahmedabad,Mumbai,Saturday,N,N,N,N,N,Y,N,00:35,02:00,01:25,85,2890,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c14316,GoAir,413,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:35,02:00,01:25,85,2890,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14317,GoAir,383,Mumbai,Kannur International Airport,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:35,02:25,01:50,110,3740,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14318,SpiceJet,490,Mumbai,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:35,03:15,02:40,160,5440,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14319,AirAsia India,1731,Kochi,Bengaluru,Monday,Y,N,N,N,N,N,N,00:40,01:50,01:10,70,2380,180,2024-05-06T00:00:00.000Z,,,
660031958434ccc0f1c1431a,IndiGo,285,Hyderabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:40,01:50,01:10,70,2380,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1431b,IndiGo,6406,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:40,02:15,01:35,95,3230,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1431c,SpiceJet,789,Mumbai,Bengaluru,"Sunday,Wednesday,Thursday,Friday",N,N,Y,Y,Y,N,Y,00:40,02:20,01:40,100,3400,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1431d,IndiGo,6406,Pune,Chennai,Saturday,N,N,N,N,N,Y,N,00:40,02:25,01:45,105,3570,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c1431e,IndiGo,6406,Pune,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:40,02:25,01:45,105,3570,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1431f,IndiGo,338,Pune,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:40,02:50,02:10,130,4420,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14320,IndiGo,768,Jaipur,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:40,02:55,02:15,135,4590,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14321,IndiGo,6129,Bhubaneswar,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:40,03:00,02:20,140,4760,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14322,AirAsia India,319,Kolkata,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:40,14:35,13:55,835,1900,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14323,IndiGo,361,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:45,02:20,01:35,95,3230,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14324,AirAsia India,736,Pune,Delhi,"Sunday,Monday,Wednesday,Saturday",Y,N,Y,N,N,Y,Y,00:45,03:00,02:15,135,4590,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14325,IndiGo,6972,Patna,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:45,03:30,02:45,165,5610,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14326,IndiGo,6991,Bengaluru,Delhi,Saturday,N,N,N,N,N,Y,N,00:45,03:30,02:45,165,5610,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c14327,AirAsia India,736,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:45,03:35,02:50,170,5780,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14328,IndiGo,359,Kochi,Thiruvananthapuram,"Sunday,Monday,Wednesday,Friday",Y,N,Y,N,Y,N,Y,00:50,01:35,00:45,45,1530,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14329,IndiGo,617,Goa,Hyderabad,Saturday,N,N,N,N,N,Y,N,00:50,02:05,01:15,75,2550,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c1432a,IndiGo,617,Goa,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:50,02:05,01:15,75,2550,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1432b,SpiceJet,6287,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:50,02:40,01:50,110,3740,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1432c,SpiceJet,287,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:50,02:50,02:00,120,4080,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1432d,AirAsia India,738,Pune,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:50,03:00,02:10,130,4420,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1432e,IndiGo,6532,Goa,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:50,03:25,02:35,155,5270,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1432f,IndiGo,5532,Goa,Delhi,Friday,N,N,N,N,Y,N,N,00:50,03:30,02:40,160,5440,180,2024-05-03T00:00:00.000Z,,,
660031958434ccc0f1c14330,SpiceJet,4024,Bengaluru,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:55,01:55,01:00,60,2040,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14331,IndiGo,6955,Goa,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:55,02:25,01:30,90,3060,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14332,IndiGo,837,Kochi,Delhi,Saturday,N,N,N,N,N,Y,N,00:55,04:10,03:15,195,6630,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c14333,IndiGo,837,Kochi,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,00:55,04:10,03:15,195,6630,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14334,IndiGo,7168,Calicut,Kochi,Tuesday,N,Y,N,N,N,N,N,01:00,01:45,00:45,45,1530,180,2024-05-07T00:00:00.000Z,,,
660031958434ccc0f1c14335,IndiGo,7363,Kannur International Airport,Bengaluru,"Sunday,Monday",Y,N,N,N,N,N,Y,01:00,02:15,01:15,75,2550,180,2024-05-06T00:00:00.000Z,,,
660031958434ccc0f1c14336,IndiGo,7362,Kannur International Airport,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:00,02:15,01:15,75,2550,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14337,IndiGo,7973,Kannur International Airport,Bengaluru,"Sunday,Monday",Y,N,N,N,N,N,Y,01:00,02:15,01:15,75,2550,180,2024-05-06T00:00:00.000Z,,,
660031958434ccc0f1c14338,IndiGo,6163,Goa,Coimbatore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:00,02:20,01:20,80,2720,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14339,IndiGo,5384,Mumbai,Hyderabad,Monday,Y,N,N,N,N,N,N,01:00,02:25,01:25,85,2890,180,2024-05-06T00:00:00.000Z,,,
660031958434ccc0f1c1433a,IndiGo,284,Pune,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:00,02:25,01:25,85,2890,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1433b,IndiGo,284,Pune,MIHAN,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:00,02:25,01:25,85,2890,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1433c,SpiceJet,788,Bengaluru,Mumbai,"Sunday,Wednesday,Thursday,Friday",N,N,Y,Y,Y,N,Y,01:00,02:50,01:50,110,3740,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1433d,Air India,548,Coimbatore,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:00,04:10,03:10,190,6460,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1433e,IndiGo,7973,Kannur International Airport,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:05,02:25,01:20,80,2720,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1433f,GoAir,346,Mumbai,Delhi,"Sunday,Tuesday,Friday",N,Y,N,N,Y,N,Y,01:05,03:15,02:10,130,4420,180,2024-05-07T00:00:00.000Z,,,
660031958434ccc0f1c14340,IndiGo,363,Ahmedabad,Kolkata,Saturday,N,N,N,N,N,Y,N,01:05,03:35,02:30,150,5100,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c14341,IndiGo,363,Ahmedabad,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:05,03:35,02:30,150,5100,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14342,SpiceJet,424,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:10,02:40,01:30,90,3060,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14343,AirAsia India,308,Mumbai,Bengaluru,"Monday,Friday",Y,N,N,N,Y,N,N,01:10,03:00,01:50,110,3740,180,2024-05-06T00:00:00.000Z,,,
660031958434ccc0f1c14344,AirAsia India,308,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:10,03:00,01:50,110,3740,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14345,IndiGo,2127,Kolkata,Delhi,Saturday,N,N,N,N,N,Y,N,01:10,03:25,02:15,135,4590,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c14346,GoAir,394,Pune,Kolkata,Saturday,N,N,N,N,N,Y,N,01:10,03:35,02:25,145,4930,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c14347,Vistara,802,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:10,09:00,07:50,470,,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14348,SpiceJet,523,Pune,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:15,02:15,01:00,60,2040,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c14349,IndiGo,721,Pune,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:15,02:30,01:15,75,2550,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1434a,IndiGo,206,Goa,Hyderabad,Saturday,N,N,N,N,N,Y,N,01:15,02:30,01:15,75,2550,180,2024-05-04T00:00:00.000Z,,,
660031958434ccc0f1c1434b,IndiGo,6682,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:15,02:40,01:25,85,2890,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1434c,IndiGo,948,Goa,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:15,02:55,01:40,100,3400,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1434d,Air India,884,Goa,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:15,03:40,02:25,145,4930,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1434e,IndiGo,2127,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,01:15,03:45,02:30,150,5100,180,2024-05-01T00:00:00.000Z,,,
660031958434ccc0f1c1434f,SpiceJet,9011,Bengaluru,Chennai,Saturday,N,N,N,N,N,Y,N,01:20,02:20,01:00,60,2040,180,2024-05-04T00:00:00.000Z,,,
